relevancia;persistencia;raciocinio;comparacoes;crencasAtivas;movimentacoes;utilidade;cpu;memoria
Customizado ; Obliterante ; BBGP ;3588,498;1,7485;408,108;0,54417044;0,3112213;0,007095181
Customizado ; Persistente ; BBGP ;161133,47;197,8705;0;30,513494;0,15420942;0,018936781
Customizado ; Reminiscente ; BBGP ;80112,58;40,089;393,951;15,122298;0,37721813;0,01799158
Customizado ; Persistente ; BBGP ;154657,34;200,5955;0;25,057865;0,12491738;0,016202183
Customizado ; Obliterante ; BBGP ;3649,6726;1,7075;413,18;0,1693099;0,0991566;0,002175808
Customizado ; Reminiscente ; BBGP ;67858,37;36,515;390,999;19,087563;0,5227321;0,02659607
Customizado ; Persistente ; BBGP ;136586;196,609;0;28,353212;0,14421117;0,020758506
Customizado ; Obliterante ; BBGP ;4291,3657;1,882;436,719;0,2527051;0,13427477;0,00291856
Customizado ; Obliterante ; BBGP ;3843,607;1,785;432,4125;1,3777994;0,7718764;0,016868813
Customizado ; Persistente ; BBGP ;146288,86;192,149;0;27,92275;0,14531821;0,019087408
Customizado ; Reminiscente ; BBGP ;57386,098;31,335;416,0605;19,818321;0,632466;0,03220046
Customizado ; Persistente ; BBGP ;140494,61;206,759;0;29,935106;0,1447826;0,021306943
Customizado ; Obliterante ; BBGP ;4358,8813;1,943;446,382;0,45898616;0,23622552;0,005202332
Customizado ; Reminiscente ; BBGP ;72937,94;43,0705;413,565;19,909782;0,4622603;0,025832174
Customizado ; Obliterante ; BBGP ;3975,2324;2,015;425,249;1,4469088;0,71806884;0,017585777
Customizado ; Reminiscente ; BBGP ;82321,52;42,859;381,513;15,66315;0,36545765;0,01818407
Customizado ; Persistente ; BBGP ;124874,94;195,4115;0;25,614883;0,13108176;0,020512428
Customizado ; Persistente ; BBGP ;142288,6;200,6025;0;27,184654;0,13551503;0,019105293
Customizado ; Reminiscente ; BBGP ;63775,996;37,2595;424,756;19,071157;0,51184684;0,028036108
Customizado ; Obliterante ; BBGP ;3491,268;1,7055;434,816;1,4836626;0,86992824;0,018925648
Customizado ; Obliterante ; BBGP ;4967,8643;2,038;441,078;0,7581781;0,37202063;0,00808409
Customizado ; Persistente ; BBGP ;155102,66;201,569;0;32,070797;0,1591058;0,020677142
Customizado ; Reminiscente ; BBGP ;85210,336;43,171;364,533;23,93807;0,5544942;0,0269404
Customizado ; Obliterante ; BBGP ;4640,296;2,0545;428,4935;2,6890657;1,3088661;0,030128809
Customizado ; Persistente ; BBGP ;154124,66;192,2415;0;31,055174;0,1615425;0,020149387
Customizado ; Reminiscente ; BBGP ;101610,016;53,4825;344,8945;21,824211;0,40806267;0,020773299
Customizado ; Reminiscente ; BBGP ;87894,25;48,6845;406,312;16,688421;0,34278715;0,018148
Customizado ; Obliterante ; BBGP ;3360,6265;1,7245;423,406;0,69518733;0,403124;0,009153601
Customizado ; Persistente ; BBGP ;148716,23;204,5075;0;26,039268;0,12732671;0,017509364
Customizado ; Persistente ; BBGP ;134750,77;195,495;0;26,830105;0,1372419;0,019910911
Customizado ; Reminiscente ; BBGP ;75950,72;48,458;356,698;19,243153;0,39710993;0,024199838
Customizado ; Obliterante ; BBGP ;3792,8215;2,0005;421,8;0,37959188;0,18974851;0,004738489
Customizado ; Reminiscente ; BBGP ;71809,2;32,8825;362,721;22,538485;0,6854249;0,02987746
Customizado ; Persistente ; BBGP ;143801,14;191,557;0;28,154324;0,14697622;0,01957865
Customizado ; Obliterante ; BBGP ;4111,979;1,933;439,0845;1,9989852;1,0341362;0,02350966
Customizado ; Obliterante ; BBGP ;4107,2085;1,8725;431,5935;0,40248066;0,21494295;0,004778272
Customizado ; Persistente ; BBGP ;166178;204,066;0;25,13971;0,12319402;0,015128181
Customizado ; Reminiscente ; BBGP ;74375,26;38,1035;443,566;11,936998;0,31327826;0,015146376
Customizado ; Reminiscente ; BBGP ;68694,195;38,3815;407,1315;21,186113;0,55198765;0,029115599
Customizado ; Persistente ; BBGP ;153023,72;199,499;0;29,539133;0,14806658;0,019303631
Customizado ; Obliterante ; BBGP ;3968,25;1,8355;427,938;1,0404913;0,5668708;0,012615641
Customizado ; Persistente ; BBGP ;142613,66;197,8465;0;31,168333;0,15753795;0,021855082
Customizado ; Reminiscente ; BBGP ;67363,01;36,946;400,165;16,130749;0,4366034;0,022603273
Customizado ; Obliterante ; BBGP ;3291,6384;1,5875;424,4635;0,11464531;0,07221752;0,001521247
Customizado ; Obliterante ; BBGP ;3972,6475;1,8355;425,239;1,2388821;0,6749562;0,015062328
Customizado ; Persistente ; BBGP ;156523,39;203,537;0;27,920704;0,13717753;0,017838039
Customizado ; Reminiscente ; BBGP ;82635,664;44,754;407,8775;17,228413;0,38495803;0,019867986
Customizado ; Obliterante ; BBGP ;3270,2256;1,6535;410,4325;0,83788013;0,5067313;0,011361778
Customizado ; Persistente ; BBGP ;121425,24;181,5685;0;31,212555;0,17190513;0,02570516
Customizado ; Reminiscente ; BBGP ;59967,414;39,574;349,1265;22,149216;0,5596911;0,034903366
Customizado ; Reminiscente ; BBGP ;86365,74;44,7095;350,558;21,32478;0,47696304;0,023728127
Customizado ; Obliterante ; BBGP ;3800,4575;1,74;427,5625;0,7889328;0,45340964;0,009768756
Customizado ; Persistente ; BBGP ;150592,02;196,126;0;30,15654;0,15376104;0,020025324
Customizado ; Reminiscente ; BBGP ;87944,59;45,6515;401,511;12,901969;0,28261873;0,014030024
Customizado ; Obliterante ; BBGP ;3373,887;1,5235;427,2125;0,80058306;0,5254894;0,010470596
Customizado ; Persistente ; BBGP ;162876,78;196,943;0;24,769144;0,1257681;0,015207289
Customizado ; Reminiscente ; BBGP ;89146,21;45,919;349,562;21,06238;0,45868552;0,02273528
Customizado ; Obliterante ; BBGP ;3902,341;1,9765;426,67;0;0;0
Customizado ; Persistente ; BBGP ;148603,77;199,737;0;29,308863;0,14673728;0,019722827
Customizado ; Reminiscente ; BBGP ;67567,17;37,636;371,5585;18,474495;0,49087295;0,0259172
Customizado ; Persistente ; BBGP ;136177,45;188,0865;0;24,75247;0,13160153;0,018176628
Customizado ; Obliterante ; BBGP ;3580,734;1,791;410,4195;1,609947;0,8989095;0,020949407
Customizado ; Persistente ; BBGP ;151765,08;206,1265;0;24,35758;0,118168116;0,016049528
Customizado ; Reminiscente ; BBGP ;46124,395;23,8635;493,189;6,2404666;0,26150677;0,012222719
Customizado ; Obliterante ; BBGP ;3448,8125;1,539;436,658;0;0;0
Customizado ; Persistente ; BBGP ;159158,48;207,3675;0;31,615988;0,15246357;0,01986447
Customizado ; Reminiscente ; BBGP ;87063,29;42,9675;437,0415;20,362185;0,47389737;0,02226989
Customizado ; Obliterante ; BBGP ;4251,996;1,8735;443,874;1,2782309;0,682269;0,01470797
Customizado ; Persistente ; BBGP ;141195,58;201,1655;0;26,864342;0,13354349;0,019026333
Customizado ; Reminiscente ; BBGP ;64230,24;36,207;447,773;13,385251;0,3696868;0,019481367
Customizado ; Obliterante ; BBGP ;3228,269;1,647;420,474;0,1953024;0,11858069;0,002627501
Customizado ; Reminiscente ; BBGP ;74251,22;42,0355;359,7665;16,144003;0,38405642;0,020737616
Customizado ; Obliterante ; BBGP ;3458,3374;1,6305;414,7095;1,1480577;0,7041139;0,015095232
Customizado ; Persistente ; BBGP ;138579,31;193,2765;0;30,763546;0,15916857;0,022199234
Customizado ; Obliterante ; BBGP ;4044,1545;1,8265;422,193;0,012455601;0,006819382;1,51E-04
Customizado ; Persistente ; BBGP ;134757,98;192,858;0;29,392082;0,15240271;0,021811014
Customizado ; Reminiscente ; BBGP ;79170,34;45,289;352,9705;20,934618;0,46224508;0,025313914
Customizado ; Obliterante ; BBGP ;4929,2104;2,018;426,219;1,4954789;0,74106985;0,016270414
Customizado ; Reminiscente ; BBGP ;70848,55;42,5155;362,1215;18,022728;0,4239096;0,024201402
Customizado ; Persistente ; BBGP ;126934,88;190,767;0;27,8129;0,14579514;0,021911155
Customizado ; Reminiscente ; BBGP ;58425,625;33,2925;404,9425;17,327494;0,5204624;0,027735062
Customizado ; Obliterante ; BBGP ;5066,1514;2,183;436,2455;1,5402684;0,70557415;0,016336119
Customizado ; Persistente ; BBGP ;130452,16;195,8985;0;29,480736;0,15048985;0,022598887
Customizado ; Persistente ; BBGP ;134828,56;196,924;0;34,43832;0,17488128;0,025542304
Customizado ; Reminiscente ; BBGP ;82300,95;42,24;373,08;25,756514;0,60976595;0,029938381
Customizado ; Obliterante ; BBGP ;3990,9094;1,811;425,2115;2,5206444;1,3918523;0,03057912
Customizado ; Obliterante ; BBGP ;4047,945;1,8655;431,1125;1,8389736;0,9857806;0,02199974
Customizado ; Persistente ; BBGP ;144037,66;207,069;0;31,93766;0,15423681;0,022173133
Customizado ; Reminiscente ; BBGP ;73852,89;41,639;379,469;22,508528;0,5405636;0,028988061
Customizado ; Persistente ; BBGP ;157806,84;190,168;0;23,226753;0,122138076;0,01471847
Customizado ; Obliterante ; BBGP ;2847,022;1,438;405,407;0;0;0
Customizado ; Reminiscente ; BBGP ;29002,73;15,7685;486,7695;1,8844767;0,11950894;0,005563782
Customizado ; Persistente ; BBGP ;149543,11;196,032;0;31,07647;0,15852754;0,020780943
Customizado ; Obliterante ; BBGP ;3971,7024;1,953;435,281;2,019574;1,034088;0,024260568
Customizado ; Reminiscente ; BBGP ;77988,09;44,139;361,848;24,294346;0,55040544;0,029770086
Customizado ; Obliterante ; BBGP ;3428,747;1,555;430,324;0;0;0
Customizado ; Persistente ; BBGP ;168538,47;208,9435;0;26,340355;0,1260645;0,01562869
Customizado ; Reminiscente ; BBGP ;82193,37;38,3425;434,6115;18,411324;0,4801806;0,021275055
Customizado ; Obliterante ; BBGP ;4669,3037;2,2015;426,9265;0,9754812;0,44309846;0,01091317
Customizado ; Persistente ; BBGP ;142268,97;199,453;0;28,116096;0,14096603;0,019762635
Customizado ; Reminiscente ; BBGP ;81472,99;40,2125;375,1235;18,321783;0,45562404;0,021498328
Customizado ; Reminiscente ; BBGP ;67435,78;38,5095;371,0415;18,111515;0,47031292;0,025456758
Customizado ; Persistente ; BBGP ;135156,94;196,7395;0;28,733822;0,1460501;0,021259597
Customizado ; Obliterante ; BBGP ;3718,1616;1,8635;418,0275;0,015362897;0,008244109;1,95E-04
Customizado ; Obliterante ; BBGP ;3559,264;1,696;448,202;0,7282133;0,42937106;0,009055934
Customizado ; Persistente ; BBGP ;148298,48;201,8255;0;29,788195;0,14759381;0,020086648
Customizado ; Reminiscente ; BBGP ;80304,94;43,915;360,0695;20,386501;0,46422637;0,02429694
Customizado ; Obliterante ; BBGP ;3614,868;1,6085;425,645;0,32313502;0,20089215;0,004105222
Customizado ; Reminiscente ; BBGP ;84447,68;43,627;375,232;14,27502;0,32720608;0,01618483
Customizado ; Persistente ; BBGP ;141624,48;196,3235;0;27,908346;0,14215489;0,019705877
Customizado ; Obliterante ; BBGP ;3431,7104;1,7395;422,5175;0,89140666;0,5124499;0,011641896
Customizado ; Persistente ; BBGP ;139961,94;200,9235;0;28,57065;0,14219667;0,020413157
Customizado ; Reminiscente ; BBGP ;65856,05;39,9085;380,855;20,799131;0,52117044;0,0298561
Customizado ; Obliterante ; BBGP ;4048,7305;2,01;423,5725;1,9406278;0,96548647;0,023424929
Customizado ; Persistente ; BBGP ;144657,55;198,992;0;30,118061;0,15135312;0,020820249
Customizado ; Reminiscente ; BBGP ;82985,66;50,1345;316,5365;20,71088;0,41310635;0,024040204
Customizado ; Reminiscente ; BBGP ;68570,51;36,3825;407,218;16,872807;0,4637616;0,023227124
Customizado ; Persistente ; BBGP ;141309,1;195,479;0;26,662918;0,13639787;0,018868508
Customizado ; Obliterante ; BBGP ;3868,809;1,7475;416,2685;1,7078477;0,97730917;0,021264384
Customizado ; Obliterante ; BBGP ;3770,2046;1,696;413,1005;0,23997398;0,1414941;0,00303718
Customizado ; Persistente ; BBGP ;129402,79;194,98;0;30,020948;0,15396938;0,023199614
Customizado ; Reminiscente ; BBGP ;69125,86;41,748;358,7345;23,68836;0,56741303;0,032577798
Customizado ; Reminiscente ; BBGP ;74651,6;40,022;354,5975;21,15607;0,52861106;0,027054638
Customizado ; Persistente ; BBGP ;147355,7;194,3155;0;29,377914;0,15118667;0,019936735
Customizado ; Obliterante ; BBGP ;3523,011;1,684;423,0445;2,4691541;1,4662435;0,031845853
Customizado ; Obliterante ; BBGP ;3465,15;1,796;424,308;0,7797989;0,4341865;0,010116446
Customizado ; Reminiscente ; BBGP ;66684,43;38,2775;385,8905;19,50767;0,509638;0,027653456
Customizado ; Persistente ; BBGP ;140300,42;198,435;0;28,61455;0,14420113;0,020395199
Customizado ; Obliterante ; BBGP ;3777,582;1,8065;417,2895;1,5295397;0,84668684;0,019238338
Customizado ; Persistente ; BBGP ;142289,17;195,917;0;28,07034;0,14327669;0,019727672
Customizado ; Reminiscente ; BBGP ;74223,984;37,5205;397,24;19,358635;0,51594824;0,024756433
Customizado ; Obliterante ; BBGP ;3603,754;1,884;418,9655;0,85258955;0,45254225;0,010939879
Customizado ; Persistente ; BBGP ;141951,1;195,083;0;27,935709;0,1431991;0,01967981
Customizado ; Reminiscente ; BBGP ;79766,17;46,4145;337,246;20,74629;0,44697863;0,02495385
Customizado ; Persistente ; BBGP ;132997,67;189,6105;0;32,48754;0,1713383;0,024427151
Customizado ; Obliterante ; BBGP ;3523,9866;1,716;411,701;1,911524;1,1139418;0,025016686
Customizado ; Reminiscente ; BBGP ;65771,5;37,716;376,505;24,626154;0,6529365;0,035414692
Customizado ; Reminiscente ; BBGP ;67777,23;40,45;353,348;15,90361;0,3931671;0,022301856
Customizado ; Persistente ; BBGP ;137831,2;185,9245;0;24,847221;0,13364145;0,018027283
Customizado ; Obliterante ; BBGP ;3723,883;1,843;426,572;0,15703215;0,08520464;0,001965456
Customizado ; Obliterante ; BBGP ;3971,91;1,8695;426,2225;1,0706164;0,5726752;0,013002172
Customizado ; Persistente ; BBGP ;154285,44;199,5765;0;24,825373;0,12439025;0,01609055
Customizado ; Reminiscente ; BBGP ;75371,86;40,2365;400,188;16,101213;0,40016437;0,020285314
Customizado ; Obliterante ; BBGP ;4093,1694;1,6605;421,1025;0,34591863;0,20832196;0,004165589
Customizado ; Persistente ; BBGP ;152660,92;198,9845;0;28,042023;0,14092566;0,018368827
Customizado ; Reminiscente ; BBGP ;86612,82;45,4705;420,243;13,361031;0,2938395;0,01471232
Customizado ; Persistente ; BBGP ;176866,61;212,984;0;25,330849;0,11893311;0,014322008
Customizado ; Obliterante ; BBGP ;3942,218;1,769;445,111;0;0;0
Customizado ; Reminiscente ; BBGP ;75846,42;38,0735;413,6385;17,116896;0,44957504;0,02140072
Customizado ; Obliterante ; BBGP ;4034,754;1,768;442,781;0,34540358;0,19536401;0,004081548
Customizado ; Reminiscente ; BBGP ;74649,18;37,8495;386,881;21,165056;0,55918986;0,026955677
Customizado ; Persistente ; BBGP ;131824,45;203,109;0;29,842794;0,14692995;0,022638286
Customizado ; Reminiscente ; BBGP ;72182,42;38,9315;434,7985;14,40702;0,37006074;0,018825222
Customizado ; Persistente ; BBGP ;133118,05;201,151;0;28,73877;0,14287162;0,021588936
Customizado ; Obliterante ; BBGP ;3909,6416;1,841;430,3975;0;0;0
Customizado ; Obliterante ; BBGP ;4057,0774;1,9065;446,8625;0;0;0
Customizado ; Persistente ; BBGP ;151887,23;209,4485;0;31,559639;0,15067971;0,020778336
Customizado ; Reminiscente ; BBGP ;94200,15;47,54;376,792;24,06446;0,50619394;0,024563575
Customizado ; Obliterante ; BBGP ;5162,4663;2,226;437,9725;0,5281495;0,23726392;0,005534887
Customizado ; Reminiscente ; BBGP ;90403,086;43,956;333,7835;25,45672;0,57914096;0,027156465
Customizado ; Persistente ; BBGP ;152474,5;208,453;0;32,34275;0,15515608;0,02121191
Customizado ; Persistente ; BBGP ;150621,44;206,456;0;29,027227;0,14059766;0,019271644
Customizado ; Obliterante ; BBGP ;3200,649;1,531;434,646;0;0;0
Customizado ; Reminiscente ; BBGP ;79227,57;41,9185;387,487;18,838648;0,4494113;0,022669187
Customizado ; Reminiscente ; BBGP ;77194,77;46,231;358,2965;21,05539;0,45543876;0,026065832
Customizado ; Obliterante ; BBGP ;3671,048;1,6685;430,9525;3,2078073;1,9225696;0,0401952
Customizado ; Persistente ; BBGP ;145588,66;191,903;0;27,295496;0,1422359;0,018748367
Customizado ; Obliterante ; BBGP ;4160,357;1,835;417,667;0;0;0
Customizado ; Reminiscente ; BBGP ;82264,61;42,4725;372,9825;19,018833;0,4477917;0,022116352
Customizado ; Persistente ; BBGP ;141033,86;203,7905;0;28,757439;0,14111276;0,020390451
Customizado ; Obliterante ; BBGP ;4458,727;1,902;420,577;3,7691977;1,9817023;0,043501634
Customizado ; Reminiscente ; BBGP ;79478,96;45,5995;371,3075;23,041328;0,50529784;0,027696554
Customizado ; Persistente ; BBGP ;136635,53;190,212;0;32,035706;0,16842104;0,023446102
Customizado ; Obliterante ; BBGP ;3262,811;1,6515;417,0695;0;0;0
Customizado ; Reminiscente ; BBGP ;80221,586;48,929;352,309;16,41265;0,33543807;0,01959844
Customizado ; Persistente ; BBGP ;146662,23;187,4035;0;25,454206;0,13582566;0,017355666
Customizado ; Reminiscente ; BBGP ;83099,3;39,65;366,4325;23,161171;0,5841405;0,026694564
Customizado ; Persistente ; BBGP ;149029,22;206,204;0;30,955406;0,1501203;0,020771366
Customizado ; Obliterante ; BBGP ;4376,67;2,036;427,474;1,0392234;0,5104241;0,012012186
Customizado ; Reminiscente ; BBGP ;73236,91;41,3485;363,349;18,984112;0,45912457;0,024696257
Customizado ; Persistente ; BBGP ;118832,3;189,299;0;30,08493;0,1589281;0,025317134
Customizado ; Obliterante ; BBGP ;4302,863;1,862;410,104;0,312655;0,16791354;0,003720355
Customizado ; Obliterante ; BBGP ;3810,4104;1,876;426,5735;1,0358747;0,552172;0,012826351
Customizado ; Persistente ; BBGP ;137431,2;192,4705;0;26,393139;0,13712822;0,01920462
Customizado ; Reminiscente ; BBGP ;81507,625;43,3415;368,086;17,368484;0,40073568;0,0203883
Customizado ; Reminiscente ; BBGP ;73756,73;35,168;369,299;18,934889;0,53841245;0,024447976
Customizado ; Persistente ; BBGP ;133116,84;194,178;0;27,915577;0,14376283;0,020970732
Customizado ; Obliterante ; BBGP ;4024,6736;1,82;404,1975;3,1222265;1,715509;0,038705375
Customizado ; Reminiscente ; BBGP ;73551,44;40,441;428,8375;17,272747;0,42710978;0,022190118
Customizado ; Persistente ; BBGP ;160260,22;207,994;0;28,975847;0,13931097;0,018080499
Customizado ; Obliterante ; BBGP ;3755,9265;1,7875;446,0085;0;0;0
Customizado ; Obliterante ; BBGP ;4159,008;1,908;426,191;1,3668716;0,7163897;0,016231861
Customizado ; Reminiscente ; BBGP ;82614,445;40,658;402,1615;14,850811;0,3652617;0,017141603
Customizado ; Persistente ; BBGP ;161248,88;198,186;0;27,481451;0,13866495;0,017042879
Customizado ; Persistente ; BBGP ;135769,12;197,8695;0;29,986198;0,15154533;0,02208617
Customizado ; Obliterante ; BBGP ;3724,851;2,012;418,781;1,9450315;0,96671546;0,024581257
Customizado ; Reminiscente ; BBGP ;78362,42;46,6945;354,549;18,176533;0,38926497;0,022191426
Customizado ; Persistente ; BBGP ;139085,72;198,973;0;31,720797;0,1594226;0,022806652
Customizado ; Obliterante ; BBGP ;3655,7866;1,7515;425,8925;0,68422025;0,39064816;0,008644918
Customizado ; Reminiscente ; BBGP ;73536,08;43,991;355,72;22,668488;0,5152983;0,029403972
Customizado ; Obliterante ; BBGP ;4407,397;1,8355;439,5655;0,3443491;0,18760505;0,003911702
Customizado ; Persistente ; BBGP ;146490,89;186,3035;0;25,302628;0,13581403;0,017272491
Customizado ; Reminiscente ; BBGP ;66616,72;35,496;390,7535;14,664916;0,4131428;0,020794146
Customizado ; Obliterante ; BBGP ;3605,273;1,6705;410,4;0,54083943;0,32375902;0,00701544
Customizado ; Reminiscente ; BBGP ;71788,766;42,291;359,8825;18,707212;0,442345;0,024814708
Customizado ; Persistente ; BBGP ;139071,8;189,659;0;26,059118;0,13739985;0,018737888
Customizado ; Persistente ; BBGP ;147799,45;202,907;0;32,387028;0,15961513;0,02191282
Customizado ; Reminiscente ; BBGP ;76710,375;41,492;409,189;18,299107;0,44102734;0,022646774
Customizado ; Obliterante ; BBGP ;3569,6106;1,675;433,791;0,3462807;0,20673475;0,004379131
Customizado ; Persistente ; BBGP ;124736,64;196,7835;0;28,456877;0,14461008;0,022813568
Customizado ; Reminiscente ; BBGP ;75330,37;41,5415;353,7725;20,495487;0,49337378;0,025987046
Customizado ; Obliterante ; BBGP ;3752,219;1,8735;416,2815;0,048542544;0,025910085;6,13E-04
Customizado ; Reminiscente ; BBGP ;76952,55;44,895;356,5335;19,95158;0,44440538;0,024779066
Customizado ; Persistente ; BBGP ;156204,4;211,1675;0;25,608864;0,12127276;0,016394457
Customizado ; Obliterante ; BBGP ;3632,049;1,9725;433,6095;0,8751871;0,44369435;0,010983576
Customizado ; Reminiscente ; BBGP ;73815,44;40,354;390,0655;18,979462;0,47032416;0,024421534
Customizado ; Obliterante ; BBGP ;3732,2356;1,738;414,422;0;0;0
Customizado ; Persistente ; BBGP ;142771,73;202,0165;0;27,230305;0,13479248;0,019072616
Customizado ; Obliterante ; BBGP ;3412,6526;1,7265;427,199;1,026835;0,59474945;0,013362169
Customizado ; Persistente ; BBGP ;128054,38;203,274;0;32,272633;0,1587642;0,025202285
Customizado ; Reminiscente ; BBGP ;68682,77;39,2565;355,565;23,280361;0,593032;0,032227118
Customizado ; Obliterante ; BBGP ;3673,37;1,6855;425,831;0,4486836;0,26620206;0,005656854
Customizado ; Persistente ; BBGP ;132762,08;198,2015;0;30,445456;0,15360859;0,022932343
Customizado ; Reminiscente ; BBGP ;68511,11;40,27;411,6885;23,349327;0,5798194;0,03214921
Customizado ; Persistente ; BBGP ;132947,36;202,5675;0;32,41821;0,16003658;0,024384243
Customizado ; Obliterante ; BBGP ;5326,725;2,1875;434,2215;1,8446298;0,84325933;0,019077891
Customizado ; Reminiscente ; BBGP ;80409,86;38,5515;390,7345;23,585976;0,61180437;0,02797291
Customizado ; Persistente ; BBGP ;137668,56;207,849;0;28,350212;0,13639812;0,020593092
Customizado ; Obliterante ; BBGP ;3284,51;1,623;432,1095;0,8614128;0,53075343;0,011326027
Customizado ; Reminiscente ; BBGP ;58246,28;36,5175;455,594;14,007671;0,3835879;0,02230442
Customizado ; Obliterante ; BBGP ;4305,15;2,0175;445,9075;0,056725807;0,028116882;6,47E-04
Customizado ; Reminiscente ; BBGP ;70203,55;39,347;379,9575;19,393778;0,4928909;0,026206702
Customizado ; Persistente ; BBGP ;129987,6;196,0145;0;27,732683;0,14148282;0,021334868
Customizado ; Reminiscente ; BBGP ;73998,36;38,255;359,998;20,843039;0,5448448;0,026860163
Customizado ; Obliterante ; BBGP ;3960,649;1,722;419,042;1,1026521;0,6403322;0,013527699
Customizado ; Persistente ; BBGP ;145671,83;187,0615;0;26,907846;0,14384493;0,018471552
Customizado ; Persistente ; BBGP ;122366,31;194,643;0;30,620787;0,15731768;0,02502387
Customizado ; Obliterante ; BBGP ;4507,407;2,24;423,1045;1,2524822;0,55914384;0,014332998
Customizado ; Reminiscente ; BBGP ;77350,81;40,421;363,8585;23,878153;0,5907363;0,02948306
Customizado ; Persistente ; BBGP ;123249,805;193,6175;0;33,460835;0,17281927;0,027148794
