modeloDeRelevancia;tipoDeMemoria;tipoDeRaciocinio;comparacoes;memoria;movimentacoes;utilidade;eficienciaCpu;eficienciaMemoria
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;5502,785;1,31425;565,7615;0,47441548;0,36097813;0,004250882
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;101471,75;55,56375;308,676;26,299368;0,4733188;0,025152776
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;4029,465;1,38875;680,39923;0,34790277;0,25051504;0,003211374
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;22859,41;9,5915;597,3577;1,917165;0,19988166;0,006649207
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;102350,625;61,25725;274,87576;25,466963;0,41573793;0,024231315
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;107021,625;33,66075;441,3415;15,924543;0,47308937;0,014290428
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;245381,42;232,4195;0;27,432543;0,1180303;0,011179552
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;4506,851;1,41525;676,311;0,2273174;0,16061996;0,00201702
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;36042,156;8,79275;601,66974;1,2263961;0,1394781;0,002915905
DefaultRelevanceModel ; DEFAULT ; SOAREngine ;245381,42;232,4195;0;27,432543;0,1180303;0,011179552
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;6618,4146;1,5365;587,6337;0,34782764;0,22637661;0,00278379
DefaultRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;105975,04;7,32575;4960,1733;0,16111065;0,021992378;1,04E-04
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;197296,6;232,4195;0;27,432543;0,1180303;0,013904216
DefaultRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;188532,89;55,587;306,64526;26,297144;0,4730808;0,013725069
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;188918,52;55,575;306,66275;26,298191;0,4732018;0,013698035
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;51006,426;5,04825;3675,43;1,9700994;0,39025393;0,002244853
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;7912,3096;1,337;572,8638;0,34790277;0,2602115;0,00255043
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;232625,98;54,68525;66250,99;9,470979;0,17319074;0,001058049
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;6588,5903;1,41575;605,12823;0,26406386;0,18651871;0,002089134
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;224738,69;59,07025;75595,62;12,54195;0,21232261;0,001278884
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;197296,6;232,4195;0;27,432543;0,1180303;0,013904216
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;3791,7434;1,46575;569,521;0,29855052;0,20368448;0,003146959
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;3723,0564;1,3915;580,741;0,29870078;0,214661;0,003134167
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;7821,253;1,356;567,1535;0,34782764;0,25651008;0,002577878
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;245381,42;232,4195;0;27,432543;0,1180303;0,011179552
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;150827,55;34,22275;465,8435;16,831043;0,4918086;0,010824798
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;9012,298;1,50475;574,67377;0,28855765;0,1917645;0,001955126
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;7111,2876;1,40375;693,8472;0,29870078;0,21278775;0,00212602
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;7698,274;1,336;565,679;0,34790277;0,2604063;0,002605025
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;197296,6;232,4195;0;27,432543;0,1180303;0,013904216
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;245381,42;232,4195;0;27,432543;0,1180303;0,011179552
DefaultRelevanceModel ; DEFAULT ; SOAREngine ;245381,42;232,4195;0;27,432543;0,1180303;0,011179552
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;197296,6;232,4195;0;27,432543;0,1180303;0,013904216
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;189275,14;60,5695;276,035;25,53724;0,4216188;0,013298187
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;35448,066;8,781;595,7933;1,7652203;0,20102724;0,004263199
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;146584,14;33,158;444,4095;15,546971;0,4688754;0,010294083
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;197296,6;232,4195;0;27,432543;0,1180303;0,013904216
DefaultRelevanceModel ; FORGETTING ; SOAREngine ;9387,36;1,523;599,914;0,26406386;0,17338403;0,001716205
DefaultRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;50719,664;9,968;592,7327;1,8686221;0,18746208;0,003298714
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;6491,579;1,46775;581,18976;0,28855765;0,19659865;0,002345334
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;197296,6;232,4195;0;27,432543;0,1180303;0,013904216
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;107656,81;34,225;468,02274;16,628775;0,48586634;0,014802575
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;91475,58;15,4475;12501,862;6,518791;0,4219965;0,00301107
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;188917,95;60,56775;278,03326;25,53663;0,42162094;0,013321262
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;3457,5618;1,3175;569,0475;0,29870078;0,22671786;0,00326519
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;6284,211;1,4725;572,8405;0,28855765;0,19596446;0,002402122
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;245381,42;232,4195;0;27,432543;0,1180303;0,011179552
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;12625,88;3,63675;659,1945;0,7482217;0,20573911;0,003893374
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;4290,567;1,47225;668,96173;0,22226143;0,15096718;0,002024205
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;6953,629;1,371;666,84326;0,26398873;0,19255196;0,00193795
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;102340,945;61,262;275,5225;25,46655;0,41569898;0,024231663
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;21885,645;5,234;1126,693;2,256845;0,43118933;0,00680745
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;3914,9502;1,479;565,1855;0,28855765;0,19510321;0,003016239
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;170485,69;232,4195;0;27,432543;0,1180303;0,01609082
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;118257,8;45,913;65252,16;12,64497;0,27541155;0,001640543
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;36243,69;8,801;592,701;1,8737371;0,21290049;0,00444322
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;138741,7;47,99025;383,6935;20,893127;0,43536192;0,014653757
