relevancia;persistencia;raciocinio;comparacoes;crencasAtivas;movimentacoes;utilidade;cpu;memoria
Linha base ; Reminiscente ; SOAR ;50901,426;27,82025;205,7375;13,716176;0,4930285;0,02589971
Linha base ; Reminiscente ; BBGP ;27805,14;27,816;205,74925;13,743933;0,4941017;0,04602385
Linha base ; Reminiscente ; BDI ;67379,41;7,136;2242,5005;0,94461685;0,13237344;0,00105186
Linha base ; Persistente ; SOAR ;66976,96;126,93525;0;16,213514;0,1277306;0,0242076
Linha base ; Persistente ; BBGP ;44920,914;126,93525;0;16,213514;0,1277306;0,036093466
Linha base ; Reminiscente ; SOAR ;43381,95;33,60375;143,7575;15,842199;0,47144145;0,03534665
Linha base ; Reminiscente ; BDI ;38726,156;5,75275;4799,0083;2,97139;0,51651645;0,003426567
Linha base ; Persistente ; BDI ;52655,453;126,93525;0;16,213514;0,1277306;0,03079171
Linha base ; Obliterante ; BBGP ;2265,2222;1,27925;415,81476;1,3149792;1,0279298;0,020471798
Linha base ; Obliterante ; BDI ;3193,1982;1,25825;362,7355;1,3342037;1,0603646;0,019561518
Linha base ; Reminiscente ; BBGP ;26987,928;33,9925;142,505;15,794718;0,46465302;0,0555898
Linha base ; Obliterante ; SOAR ;4731,7134;1,3365;364,99426;1,1213865;0,83904713;0,013379057
Linha base ; Persistente ; BDI ;54611,645;124,80325;0;12,669686;0,101517275;0,023199607
Linha base ; Obliterante ; BDI ;3299,5974;1,268;346,5565;0;0;0
Linha base ; Obliterante ; BBGP ;1890,907;1,26475;373,094;0;0;0
Linha base ; Reminiscente ; BDI ;53538,004;9,00125;4958,079;3,2586675;0,36202386;0,00316011
Linha base ; Persistente ; BBGP ;44759,125;124,80325;0;12,669686;0,101517275;0,028306376
Linha base ; Persistente ; SOAR ;65069,105;124,80325;0;12,669686;0,101517275;0,019471124
Linha base ; Obliterante ; SOAR ;4263,144;1,27075;340,839;0;0;0
Linha base ; Reminiscente ; SOAR ;46805,914;32,77475;153,8225;11,958736;0,3648765;0,024736682
Linha base ; Reminiscente ; BBGP ;24389,965;32,764;152,3285;11,958854;0,3649998;0,04614957
Linha base ; Reminiscente ; SOAR ;49484,848;36,421;162,99275;13,921581;0,38224047;0,027235923
Linha base ; Persistente ; BDI ;48406,91;126,999;0;14,32625;0,11280601;0,029595464
Linha base ; Persistente ; SOAR ;62653,01;126,999;0;14,32625;0,11280601;0,02286602
Linha base ; Obliterante ; BDI ;2744,1672;1,1995;328,7705;0,6210822;0,51778424;0,010296674
Linha base ; Obliterante ; BBGP ;1669,1648;1,209;353,00275;0,67709017;0,5600415;0,013022987
Linha base ; Persistente ; BBGP ;42338,03;126,999;0;14,32625;0,11280601;0,03383778
Linha base ; Obliterante ; SOAR ;3949,751;1,254;327,257;0,60945946;0,48601234;0,008438555
Linha base ; Reminiscente ; BBGP ;28013,672;36,40875;165,84975;13,989069;0,38422275;0,04714542
Linha base ; Reminiscente ; BDI ;25527,816;4,27375;2292,6938;3,5556355;0,8319709;0,007338053
Linha base ; Persistente ; SOAR ;69093,19;130,47375;0;13,1621475;0,100879654;0,019049847
Linha base ; Reminiscente ; BBGP ;28555,771;35,26725;217,95;12,953713;0,3673015;0,042146083
Linha base ; Reminiscente ; BDI ;35874,824;5,059;1483,5345;0,66695446;0,13183524;0,001315228
Linha base ; Persistente ; BDI ;57748,883;130,47375;0;13,1621475;0,100879654;0,022792038
Linha base ; Obliterante ; BBGP ;1834,2908;1,281;376,42026;0;0;0
Linha base ; Obliterante ; BDI ;3146,4553;1,25125;343,29675;0;0;0
Linha base ; Reminiscente ; SOAR ;54253,22;35,24725;212,41624;12,983924;0,36836702;0,023030376
Linha base ; Obliterante ; SOAR ;4033,017;1,25025;333,8245;0;0;0
Linha base ; Persistente ; BBGP ;48614,145;130,47375;0;13,1621475;0,100879654;0,027074728
Linha base ; Obliterante ; BDI ;2986,164;1,26475;356,296;0;0;0
Linha base ; Persistente ; BDI ;66505,375;132,793;0;14,438396;0,108728595;0,021710118
Linha base ; Reminiscente ; BBGP ;33113,348;37,462;151,991;13,943163;0,37219483;0,04025946
Linha base ; Reminiscente ; BDI ;62155,797;12,909;7261,315;2,868834;0,22223517;0,002128706
Linha base ; Persistente ; BBGP ;63014,406;132,793;0;14,438396;0,108728595;0,022912849
Linha base ; Persistente ; SOAR ;76714,25;132,793;0;14,438396;0,108728595;0,018821009
Linha base ; Obliterante ; SOAR ;4506,098;1,3015;354,12024;0;0;0
Linha base ; Obliterante ; BBGP ;1888,3564;1,246;375,1265;0;0;0
Linha base ; Reminiscente ; SOAR ;57420,64;37,4635;156,814;13,942955;0,37217438;0,023636622
Linha base ; Obliterante ; BBGP ;1788,0835;1,22725;374,11926;0;0;0
Linha base ; Reminiscente ; BBGP ;25273,646;25,9935;207,1685;13,5090275;0,5197079;0,049401585
