relevancia;persistencia;raciocinio;comparacoes;crencasAtivas;movimentacoes;utilidade;cpu;memoria
Customizado ; Reminiscente ; SOAR ;18630,246;5,79775;464,27374;6,3255606;1,0910372;0,027179841
Customizado ; Persistente ; SOAR ;90625,67;181,97;0;34,43338;0,18922558;0,03799517
Customizado ; Obliterante ; SOAR ;4422,298;1,23925;464,52625;2,8055546;2,2639134;0,030940566
Customizado ; Reminiscente ; SOAR ;54689,305;20,618;402,43176;24,218048;1,174607;0,041247748
Customizado ; Persistente ; SOAR ;103172,39;175,75925;0;30,553709;0,17383842;0,029614229
Customizado ; Persistente ; SOAR ;108135,016;195,56325;0;32,496395;0,16616821;0,030051684
Customizado ; Obliterante ; SOAR ;4847,109;1,28425;527,3345;1,6809701;1,3089118;0,016609631
Customizado ; Reminiscente ; SOAR ;56583,26;19,4225;457,656;24,22125;1,2470717;0,039603207
Customizado ; Obliterante ; SOAR ;4533,577;1,32825;500,7395;1,9952205;1,5021423;0,02091213
Customizado ; Persistente ; SOAR ;107220,7;192,3385;0;31,592552;0,16425496;0,029464973
Customizado ; Reminiscente ; SOAR ;69800,18;26,39;441,04025;27,809439;1,053787;0,037473686
Customizado ; Obliterante ; SOAR ;4630,298;1,30325;485,891;0,86199135;0,66141677;0,009083913
Customizado ; Persistente ; SOAR ;92705,03;180,76425;0;26,985777;0,14928713;0,02910929
Customizado ; Reminiscente ; SOAR ;65145,523;24,474;398,4385;20,502253;0,8377156;0,029657574
Customizado ; Persistente ; SOAR ;113961,95;176,69376;0;25,470476;0,1441504;0,022349982
Customizado ; Obliterante ; SOAR ;4561,76;1,24225;453,747;1,2264228;0,98725927;0,013478314
Customizado ; Reminiscente ; SOAR ;77277,33;23,10875;404,8065;14,5307455;0,6287984;0,017867416
Customizado ; Reminiscente ; SOAR ;67656,43;23,7245;410,797;24,125578;1,0169057;0,033617754
Customizado ; Persistente ; SOAR ;102536,06;192,90675;0;31,421621;0,16288503;0,030644458
Customizado ; Obliterante ; SOAR ;4699,1743;1,28375;518,04974;0,28595603;0,22275054;0,002894388
Customizado ; Persistente ; SOAR ;102281,11;183,86525;0;29,464949;0,16025294;0,028807811
Customizado ; Obliterante ; SOAR ;4582,056;1,3055;472,14774;1,1268669;0,86316884;0,012112247
Customizado ; Reminiscente ; SOAR ;56026,36;21,64625;394,69974;23,844284;1,1015434;0,03975813
Customizado ; Obliterante ; SOAR ;4850,397;1,286;515,608;0,83207864;0,6470285;0,008315401
Customizado ; Reminiscente ; SOAR ;67655,22;25,1015;386,70526;29,897959;1,1910826;0,041802306
Customizado ; Persistente ; SOAR ;99467,414;190,96675;0;34,475006;0,18052883;0,034659598
Customizado ; Persistente ; SOAR ;110756,05;193,88475;0;29,384895;0,15155856;0,026531188
Customizado ; Reminiscente ; SOAR ;81358,02;30,397;422,6515;23,538603;0,7743726;0,027503336
Customizado ; Obliterante ; SOAR ;4452,782;1,28475;513,01874;2,7077553;2,1076126;0,028255912
Customizado ; Persistente ; SOAR ;86333,57;186,13;0;29,646986;0,15928108;0,034340043
Customizado ; Obliterante ; SOAR ;4371,5654;1,2955;475,963;0,90659446;0,6998027;0,009928541
Customizado ; Reminiscente ; SOAR ;55907,61;22,051;390,7165;22,706797;1,02974;0,037961856
Customizado ; Obliterante ; SOAR ;4534,543;1,285;493,508;2,1043067;1,6375928;0,02222165
Customizado ; Reminiscente ; SOAR ;71305,83;28,6805;378,035;30,837523;1,0752087;0,041069504
Customizado ; Persistente ; SOAR ;103206,695;189,9465;0;33,92694;0,17861314;0,03287281
Customizado ; Obliterante ; SOAR ;4284,5146;1,25325;481,24725;1,8872052;1,505849;0,020745387
Customizado ; Persistente ; SOAR ;110077,2;185,691;0;32,300423;0,17394717;0,029343426
Customizado ; Reminiscente ; SOAR ;70836,9;27,251;432,60126;26,786814;0,9829663;0,03563834
Customizado ; Reminiscente ; SOAR ;47456,516;17,48075;440,9385;26,841413;1,5354842;0,05175156
Customizado ; Persistente ; SOAR ;98304,96;184,303;0;31,41756;0,1704669;0,031959284
Customizado ; Obliterante ; SOAR ;4483,498;1,273;485,74426;4,242638;3,3327873;0,04541982
Customizado ; Reminiscente ; SOAR ;33046,2;11,422;499,7625;17,854979;1,5632095;0,04693266
Customizado ; Persistente ; SOAR ;91928,88;177,957;0;30,279053;0,17014813;0,032937475
Customizado ; Obliterante ; SOAR ;4006,3196;1,2235;443,92776;1,2883402;1,0529957;0,015254577
Customizado ; Reminiscente ; SOAR ;20292,66;6,03325;498,5195;2,3271413;0,38571936;0,009206245
Customizado ; Obliterante ; SOAR ;4408,553;1,25425;484,3065;0,7863104;0,62691677;0,008499166
Customizado ; Persistente ; SOAR ;99483,336;188,195;0;29,612698;0,15735114;0,02976649
Customizado ; Reminiscente ; SOAR ;45149,098;18,6355;425,89624;25,184984;1,351452;0,050973438
Customizado ; Obliterante ; SOAR ;4439,934;1,24825;454,392;2,695286;2,1592517;0,030001447
Customizado ; Persistente ; SOAR ;99566,305;178,56125;0;31,38616;0,17577252;0,031522874
Customizado ; Reminiscente ; SOAR ;52076,23;20,2175;436,215;26,259008;1,2988256;0,046526864
Customizado ; Obliterante ; SOAR ;4709,2666;1,2965;505,53726;2,6291943;2,027917;0,02692567
Customizado ; Persistente ; SOAR ;103638,21;189,3255;0;32,023857;0,16914709;0,030899663
Customizado ; Persistente ; SOAR ;119026,07;192,349;0;27,70977;0,14405987;0,023280421
Customizado ; Obliterante ; SOAR ;4575,9614;1,305;499,38574;1,2548478;0,9615692;0,013112556
Customizado ; Reminiscente ; SOAR ;74103,01;25,676;405,222;19,494175;0,75923723;0,024942894
Customizado ; Reminiscente ; SOAR ;54322,836;19,8235;408,12674;22,473005;1,1336548;0,03847847
Customizado ; Persistente ; SOAR ;83031,71;173,27275;0;32,500256;0,18756703;0,03914198
Customizado ; Obliterante ; SOAR ;4465,875;1,24475;450,38876;1,3653606;1,0968955;0,015221814
Customizado ; Reminiscente ; SOAR ;64679,184;20,6415;438,91226;19,063543;0,9235541;0,027601002
Customizado ; Persistente ; SOAR ;103634,75;182,325;0;26,358667;0,14456968;0,025434198
Customizado ; Obliterante ; SOAR ;4570,835;1,27075;485,02;0,6074313;0,47801006;0,006447607
Customizado ; Obliterante ; SOAR ;4718,586;1,27925;474,96826;1,8829209;1,4718944;0,019886645
Customizado ; Persistente ; SOAR ;103351,82;182,44225;0;26,551521;0,14553384;0,025690423
Customizado ; Reminiscente ; SOAR ;41917,715;10,77375;460,96326;11,345819;1,0530984;0,02438527
Customizado ; Persistente ; SOAR ;106292,88;186,833;0;30,784283;0,16476898;0,028961753
Customizado ; Reminiscente ; SOAR ;67281,54;23,68325;413,40475;25,832779;1,0907615;0,036172464
Customizado ; Obliterante ; SOAR ;4795,703;1,3105;492,05725;1,7131939;1,3072826;0,017632209
Customizado ; Obliterante ; SOAR ;4471,704;1,28675;478,793;1,3955201;1,084531;0,015071005
Customizado ; Persistente ; SOAR ;102239,14;189,86525;0;33,81168;0,17808251;0,03307117
Customizado ; Reminiscente ; SOAR ;58920,29;20,983;449,6605;27,15156;1,2939789;0,042814396
Customizado ; Persistente ; SOAR ;87343,234;182,81474;0;35,92378;0,19650373;0,041129436
